idx,sheet,file,category,size_band_dir,conf,edge_px,image_id
19,fn_swimmer_sheet00.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\16-32\019_size32px_img7790.png,swimmer,16-32,,32,7790
20,fn_swimmer_sheet00.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\16-32\020_size32px_img7797.png,swimmer,16-32,,32,7797
21,fn_swimmer_sheet00.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\16-32\021_size32px_img8674.png,swimmer,16-32,,32,8674
22,fn_swimmer_sheet00.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\16-32\022_size32px_img6648.png,swimmer,16-32,,32,6648
23,fn_swimmer_sheet00.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\16-32\023_size32px_img9222.png,swimmer,16-32,,32,9222
24,fn_swimmer_sheet01.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\16-32\024_size32px_img6072.png,swimmer,16-32,,32,6072
25,fn_swimmer_sheet01.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\16-32\025_size32px_img8675.png,swimmer,16-32,,32,8675
26,fn_swimmer_sheet01.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\16-32\026_size31px_img8622.png,swimmer,16-32,,31,8622
27,fn_swimmer_sheet01.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\16-32\027_size31px_img8633.png,swimmer,16-32,,31,8633
28,fn_swimmer_sheet01.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\16-32\028_size31px_img9223.png,swimmer,16-32,,31,9223
29,fn_swimmer_sheet01.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\16-32\029_size31px_img10766.png,swimmer,16-32,,31,10766
30,fn_swimmer_sheet01.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\16-32\030_size31px_img4897.png,swimmer,16-32,,31,4897
31,fn_swimmer_sheet01.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\16-32\031_size31px_img8628.png,swimmer,16-32,,31,8628
32,fn_swimmer_sheet01.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\16-32\032_size31px_img13914.png,swimmer,16-32,,31,13914
33,fn_swimmer_sheet01.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\16-32\033_size31px_img13955.png,swimmer,16-32,,31,13955
34,fn_swimmer_sheet01.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\16-32\034_size31px_img7786.png,swimmer,16-32,,31,7786
35,fn_swimmer_sheet01.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\16-32\035_size31px_img7763.png,swimmer,16-32,,31,7763
36,fn_swimmer_sheet01.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\16-32\036_size31px_img7786.png,swimmer,16-32,,31,7786
37,fn_swimmer_sheet01.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\16-32\037_size31px_img1845.png,swimmer,16-32,,31,1845
38,fn_swimmer_sheet01.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\16-32\038_size31px_img6078.png,swimmer,16-32,,31,6078
39,fn_swimmer_sheet01.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\16-32\039_size31px_img7785.png,swimmer,16-32,,31,7785
40,fn_swimmer_sheet01.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\16-32\040_size31px_img9226.png,swimmer,16-32,,31,9226
41,fn_swimmer_sheet01.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\16-32\041_size31px_img10781.png,swimmer,16-32,,31,10781
42,fn_swimmer_sheet01.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\16-32\042_size31px_img12008.png,swimmer,16-32,,31,12008
43,fn_swimmer_sheet01.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\16-32\043_size31px_img12027.png,swimmer,16-32,,31,12027
44,fn_swimmer_sheet01.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\16-32\044_size31px_img8639.png,swimmer,16-32,,31,8639
45,fn_swimmer_sheet01.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\16-32\045_size31px_img8667.png,swimmer,16-32,,31,8667
46,fn_swimmer_sheet01.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\16-32\046_size31px_img3011.png,swimmer,16-32,,31,3011
47,fn_swimmer_sheet01.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\16-32\047_size31px_img6049.png,swimmer,16-32,,31,6049
48,fn_swimmer_sheet02.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\16-32\048_size31px_img6097.png,swimmer,16-32,,31,6097
49,fn_swimmer_sheet02.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\16-32\049_size31px_img7791.png,swimmer,16-32,,31,7791
50,fn_swimmer_sheet02.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\16-32\050_size31px_img8116.png,swimmer,16-32,,31,8116
51,fn_swimmer_sheet02.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\16-32\051_size31px_img9226.png,swimmer,16-32,,31,9226
52,fn_swimmer_sheet02.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\16-32\052_size31px_img1931.png,swimmer,16-32,,31,1931
53,fn_swimmer_sheet02.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\16-32\053_size31px_img3102.png,swimmer,16-32,,31,3102
54,fn_swimmer_sheet02.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\16-32\054_size31px_img9258.png,swimmer,16-32,,31,9258
55,fn_swimmer_sheet02.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\16-32\055_size31px_img6043.png,swimmer,16-32,,31,6043
56,fn_swimmer_sheet02.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\16-32\056_size31px_img7787.png,swimmer,16-32,,31,7787
57,fn_swimmer_sheet02.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\16-32\057_size31px_img12010.png,swimmer,16-32,,31,12010
58,fn_swimmer_sheet02.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\16-32\058_size31px_img7754.png,swimmer,16-32,,31,7754
59,fn_swimmer_sheet02.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\16-32\059_size31px_img7792.png,swimmer,16-32,,31,7792
60,fn_swimmer_sheet02.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\000_size64px_img3517.png,swimmer,32-64,,64,3517
61,fn_swimmer_sheet02.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\001_size64px_img10426.png,swimmer,32-64,,64,10426
62,fn_swimmer_sheet02.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\002_size64px_img10426.png,swimmer,32-64,,64,10426
63,fn_swimmer_sheet02.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\003_size63px_img5543.png,swimmer,32-64,,63,5543
64,fn_swimmer_sheet02.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\004_size63px_img15383.png,swimmer,32-64,,63,15383
65,fn_swimmer_sheet02.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\005_size62px_img5558.png,swimmer,32-64,,62,5558
66,fn_swimmer_sheet02.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\006_size62px_img4910.png,swimmer,32-64,,62,4910
67,fn_swimmer_sheet02.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\007_size61px_img11611.png,swimmer,32-64,,61,11611
68,fn_swimmer_sheet02.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\008_size61px_img12567.png,swimmer,32-64,,61,12567
69,fn_swimmer_sheet02.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\009_size61px_img4914.png,swimmer,32-64,,61,4914
70,fn_swimmer_sheet02.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\010_size61px_img10425.png,swimmer,32-64,,61,10425
71,fn_swimmer_sheet02.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\011_size61px_img10444.png,swimmer,32-64,,61,10444
72,fn_swimmer_sheet03.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\012_size61px_img10425.png,swimmer,32-64,,61,10425
73,fn_swimmer_sheet03.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\013_size60px_img15387.png,swimmer,32-64,,60,15387
74,fn_swimmer_sheet03.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\014_size60px_img10427.png,swimmer,32-64,,60,10427
75,fn_swimmer_sheet03.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\015_size60px_img4902.png,swimmer,32-64,,60,4902
76,fn_swimmer_sheet03.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\016_size60px_img16202.png,swimmer,32-64,,60,16202
77,fn_swimmer_sheet03.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\017_size60px_img15386.png,swimmer,32-64,,60,15386
78,fn_swimmer_sheet03.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\018_size60px_img15415.png,swimmer,32-64,,60,15415
79,fn_swimmer_sheet03.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\019_size60px_img16202.png,swimmer,32-64,,60,16202
80,fn_swimmer_sheet03.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\020_size60px_img9273.png,swimmer,32-64,,60,9273
81,fn_swimmer_sheet03.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\021_size60px_img6084.png,swimmer,32-64,,60,6084
82,fn_swimmer_sheet03.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\022_size60px_img15382.png,swimmer,32-64,,60,15382
83,fn_swimmer_sheet03.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\023_size60px_img15356.png,swimmer,32-64,,60,15356
84,fn_swimmer_sheet03.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\024_size59px_img2931.png,swimmer,32-64,,59,2931
85,fn_swimmer_sheet03.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\025_size59px_img3522.png,swimmer,32-64,,59,3522
86,fn_swimmer_sheet03.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\026_size59px_img13938.png,swimmer,32-64,,59,13938
87,fn_swimmer_sheet03.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\027_size59px_img10416.png,swimmer,32-64,,59,10416
88,fn_swimmer_sheet03.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\028_size59px_img15357.png,swimmer,32-64,,59,15357
89,fn_swimmer_sheet03.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\029_size59px_img10445.png,swimmer,32-64,,59,10445
90,fn_swimmer_sheet03.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\030_size58px_img10465.png,swimmer,32-64,,58,10465
91,fn_swimmer_sheet03.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\031_size58px_img3012.png,swimmer,32-64,,58,3012
92,fn_swimmer_sheet03.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\032_size58px_img10446.png,swimmer,32-64,,58,10446
93,fn_swimmer_sheet03.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\033_size58px_img4903.png,swimmer,32-64,,58,4903
94,fn_swimmer_sheet03.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\034_size58px_img5552.png,swimmer,32-64,,58,5552
95,fn_swimmer_sheet03.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\035_size58px_img15363.png,swimmer,32-64,,58,15363
96,fn_swimmer_sheet04.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\036_size58px_img11610.png,swimmer,32-64,,58,11610
97,fn_swimmer_sheet04.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\037_size58px_img9216.png,swimmer,32-64,,58,9216
98,fn_swimmer_sheet04.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\038_size58px_img2931.png,swimmer,32-64,,58,2931
99,fn_swimmer_sheet04.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\039_size58px_img2781.png,swimmer,32-64,,58,2781
100,fn_swimmer_sheet04.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\040_size57px_img4924.png,swimmer,32-64,,57,4924
101,fn_swimmer_sheet04.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\041_size57px_img5577.png,swimmer,32-64,,57,5577
102,fn_swimmer_sheet04.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\042_size57px_img10432.png,swimmer,32-64,,57,10432
103,fn_swimmer_sheet04.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\043_size57px_img10417.png,swimmer,32-64,,57,10417
104,fn_swimmer_sheet04.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\044_size57px_img2718.png,swimmer,32-64,,57,2718
105,fn_swimmer_sheet04.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\045_size56px_img10451.png,swimmer,32-64,,56,10451
106,fn_swimmer_sheet04.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\046_size56px_img9244.png,swimmer,32-64,,56,9244
107,fn_swimmer_sheet04.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\047_size56px_img5577.png,swimmer,32-64,,56,5577
108,fn_swimmer_sheet04.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\048_size56px_img9246.png,swimmer,32-64,,56,9246
109,fn_swimmer_sheet04.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\049_size56px_img13989.png,swimmer,32-64,,56,13989
110,fn_swimmer_sheet04.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\050_size56px_img13996.png,swimmer,32-64,,56,13996
111,fn_swimmer_sheet04.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\051_size56px_img10429.png,swimmer,32-64,,56,10429
112,fn_swimmer_sheet04.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\052_size56px_img10465.png,swimmer,32-64,,56,10465
113,fn_swimmer_sheet04.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\053_size55px_img10465.png,swimmer,32-64,,55,10465
114,fn_swimmer_sheet04.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\054_size55px_img13995.png,swimmer,32-64,,55,13995
115,fn_swimmer_sheet04.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\055_size55px_img8116.png,swimmer,32-64,,55,8116
116,fn_swimmer_sheet04.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\056_size55px_img8620.png,swimmer,32-64,,55,8620
117,fn_swimmer_sheet04.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\057_size55px_img15355.png,swimmer,32-64,,55,15355
118,fn_swimmer_sheet04.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\058_size55px_img14012.png,swimmer,32-64,,55,14012
119,fn_swimmer_sheet04.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\32-64\059_size55px_img13992.png,swimmer,32-64,,55,13992
120,fn_swimmer_sheet05.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\000_size648px_img16769.png,swimmer,gt64,,648,16769
121,fn_swimmer_sheet05.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\001_size622px_img16755.png,swimmer,gt64,,622,16755
122,fn_swimmer_sheet05.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\002_size616px_img16766.png,swimmer,gt64,,616,16766
123,fn_swimmer_sheet05.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\003_size596px_img16768.png,swimmer,gt64,,596,16768
124,fn_swimmer_sheet05.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\004_size594px_img16754.png,swimmer,gt64,,594,16754
125,fn_swimmer_sheet05.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\005_size548px_img16772.png,swimmer,gt64,,548,16772
126,fn_swimmer_sheet05.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\006_size537px_img16770.png,swimmer,gt64,,537,16770
127,fn_swimmer_sheet05.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\007_size536px_img16756.png,swimmer,gt64,,536,16756
128,fn_swimmer_sheet05.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\008_size534px_img16765.png,swimmer,gt64,,534,16765
129,fn_swimmer_sheet05.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\009_size497px_img16753.png,swimmer,gt64,,497,16753
130,fn_swimmer_sheet05.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\010_size490px_img16773.png,swimmer,gt64,,490,16773
131,fn_swimmer_sheet05.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\011_size475px_img16763.png,swimmer,gt64,,475,16763
132,fn_swimmer_sheet05.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\012_size465px_img16745.png,swimmer,gt64,,465,16745
133,fn_swimmer_sheet05.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\013_size461px_img16778.png,swimmer,gt64,,461,16778
134,fn_swimmer_sheet05.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\014_size456px_img16744.png,swimmer,gt64,,456,16744
135,fn_swimmer_sheet05.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\015_size426px_img16742.png,swimmer,gt64,,426,16742
136,fn_swimmer_sheet05.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\016_size415px_img16774.png,swimmer,gt64,,415,16774
137,fn_swimmer_sheet05.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\017_size408px_img16751.png,swimmer,gt64,,408,16751
138,fn_swimmer_sheet05.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\018_size398px_img16776.png,swimmer,gt64,,398,16776
139,fn_swimmer_sheet05.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\019_size378px_img16741.png,swimmer,gt64,,378,16741
140,fn_swimmer_sheet05.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\020_size342px_img16748.png,swimmer,gt64,,342,16748
141,fn_swimmer_sheet05.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\021_size324px_img16749.png,swimmer,gt64,,324,16749
142,fn_swimmer_sheet05.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\022_size267px_img4487.png,swimmer,gt64,,267,4487
143,fn_swimmer_sheet05.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\023_size255px_img15411.png,swimmer,gt64,,255,15411
144,fn_swimmer_sheet06.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\024_size225px_img3499.png,swimmer,gt64,,225,3499
145,fn_swimmer_sheet06.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\025_size224px_img3498.png,swimmer,gt64,,224,3498
146,fn_swimmer_sheet06.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\026_size198px_img3502.png,swimmer,gt64,,198,3502
147,fn_swimmer_sheet06.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\027_size194px_img15340.png,swimmer,gt64,,194,15340
148,fn_swimmer_sheet06.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\028_size191px_img3495.png,swimmer,gt64,,191,3495
149,fn_swimmer_sheet06.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\029_size189px_img15405.png,swimmer,gt64,,189,15405
150,fn_swimmer_sheet06.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\030_size185px_img15404.png,swimmer,gt64,,185,15404
151,fn_swimmer_sheet06.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\031_size172px_img3500.png,swimmer,gt64,,172,3500
152,fn_swimmer_sheet06.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\032_size169px_img15406.png,swimmer,gt64,,169,15406
153,fn_swimmer_sheet06.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\033_size169px_img15407.png,swimmer,gt64,,169,15407
154,fn_swimmer_sheet06.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\034_size167px_img15407.png,swimmer,gt64,,167,15407
155,fn_swimmer_sheet06.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\035_size166px_img15410.png,swimmer,gt64,,166,15410
156,fn_swimmer_sheet06.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\036_size159px_img3505.png,swimmer,gt64,,159,3505
157,fn_swimmer_sheet06.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\037_size155px_img15393.png,swimmer,gt64,,155,15393
158,fn_swimmer_sheet06.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\038_size153px_img3469.png,swimmer,gt64,,153,3469
159,fn_swimmer_sheet06.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\039_size151px_img3503.png,swimmer,gt64,,151,3503
160,fn_swimmer_sheet06.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\040_size150px_img15354.png,swimmer,gt64,,150,15354
161,fn_swimmer_sheet06.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\041_size148px_img3474.png,swimmer,gt64,,148,3474
162,fn_swimmer_sheet06.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\042_size143px_img3472.png,swimmer,gt64,,143,3472
163,fn_swimmer_sheet06.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\043_size138px_img3504.png,swimmer,gt64,,138,3504
164,fn_swimmer_sheet06.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\044_size137px_img3471.png,swimmer,gt64,,137,3471
165,fn_swimmer_sheet06.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\045_size132px_img3508.png,swimmer,gt64,,132,3508
166,fn_swimmer_sheet06.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\046_size130px_img3501.png,swimmer,gt64,,130,3501
167,fn_swimmer_sheet06.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\047_size128px_img3507.png,swimmer,gt64,,128,3507
168,fn_swimmer_sheet07.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\048_size126px_img3506.png,swimmer,gt64,,126,3506
169,fn_swimmer_sheet07.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\049_size125px_img3509.png,swimmer,gt64,,125,3509
170,fn_swimmer_sheet07.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\050_size125px_img8115.png,swimmer,gt64,,125,8115
171,fn_swimmer_sheet07.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\051_size120px_img8116.png,swimmer,gt64,,120,8116
172,fn_swimmer_sheet07.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\052_size116px_img15358.png,swimmer,gt64,,116,15358
173,fn_swimmer_sheet07.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\053_size116px_img15359.png,swimmer,gt64,,116,15359
174,fn_swimmer_sheet07.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\054_size115px_img3470.png,swimmer,gt64,,115,3470
175,fn_swimmer_sheet07.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\055_size108px_img15343.png,swimmer,gt64,,108,15343
