idx,sheet,file,category,size_band_dir,conf,edge_px,image_id
18,fn_swimmer_sheet00.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\16-32\018_size31px_img13955.png,swimmer,16-32,,31,13955
19,fn_swimmer_sheet00.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\16-32\019_size31px_img6664.png,swimmer,16-32,,31,6664
20,fn_swimmer_sheet00.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\16-32\020_size31px_img7786.png,swimmer,16-32,,31,7786
21,fn_swimmer_sheet00.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\16-32\021_size31px_img7759.png,swimmer,16-32,,31,7759
22,fn_swimmer_sheet00.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\16-32\022_size31px_img6078.png,swimmer,16-32,,31,6078
23,fn_swimmer_sheet00.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\16-32\023_size31px_img9226.png,swimmer,16-32,,31,9226
24,fn_swimmer_sheet01.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\16-32\024_size31px_img12008.png,swimmer,16-32,,31,12008
25,fn_swimmer_sheet01.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\16-32\025_size31px_img12027.png,swimmer,16-32,,31,12027
26,fn_swimmer_sheet01.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\16-32\026_size31px_img8639.png,swimmer,16-32,,31,8639
27,fn_swimmer_sheet01.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\16-32\027_size31px_img8667.png,swimmer,16-32,,31,8667
28,fn_swimmer_sheet01.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\16-32\028_size31px_img6049.png,swimmer,16-32,,31,6049
29,fn_swimmer_sheet01.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\16-32\029_size31px_img13928.png,swimmer,16-32,,31,13928
30,fn_swimmer_sheet01.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\16-32\030_size31px_img8116.png,swimmer,16-32,,31,8116
31,fn_swimmer_sheet01.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\16-32\031_size31px_img9226.png,swimmer,16-32,,31,9226
32,fn_swimmer_sheet01.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\16-32\032_size31px_img7787.png,swimmer,16-32,,31,7787
33,fn_swimmer_sheet01.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\16-32\033_size31px_img12010.png,swimmer,16-32,,31,12010
34,fn_swimmer_sheet01.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\16-32\034_size31px_img7754.png,swimmer,16-32,,31,7754
35,fn_swimmer_sheet01.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\16-32\035_size31px_img8642.png,swimmer,16-32,,31,8642
36,fn_swimmer_sheet01.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\16-32\036_size31px_img8660.png,swimmer,16-32,,31,8660
37,fn_swimmer_sheet01.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\16-32\037_size31px_img8672.png,swimmer,16-32,,31,8672
38,fn_swimmer_sheet01.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\16-32\038_size31px_img16204.png,swimmer,16-32,,31,16204
39,fn_swimmer_sheet01.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\16-32\039_size31px_img379.png,swimmer,16-32,,31,379
40,fn_swimmer_sheet01.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\16-32\040_size31px_img7774.png,swimmer,16-32,,31,7774
41,fn_swimmer_sheet01.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\16-32\041_size31px_img8662.png,swimmer,16-32,,31,8662
42,fn_swimmer_sheet01.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\16-32\042_size30px_img13914.png,swimmer,16-32,,30,13914
43,fn_swimmer_sheet01.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\16-32\043_size30px_img13953.png,swimmer,16-32,,30,13953
44,fn_swimmer_sheet01.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\16-32\044_size30px_img8643.png,swimmer,16-32,,30,8643
45,fn_swimmer_sheet01.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\16-32\045_size30px_img12012.png,swimmer,16-32,,30,12012
46,fn_swimmer_sheet01.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\16-32\046_size30px_img12014.png,swimmer,16-32,,30,12014
47,fn_swimmer_sheet01.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\16-32\047_size30px_img12015.png,swimmer,16-32,,30,12015
48,fn_swimmer_sheet02.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\16-32\048_size30px_img8665.png,swimmer,16-32,,30,8665
49,fn_swimmer_sheet02.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\16-32\049_size30px_img9244.png,swimmer,16-32,,30,9244
50,fn_swimmer_sheet02.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\16-32\050_size30px_img14000.png,swimmer,16-32,,30,14000
51,fn_swimmer_sheet02.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\16-32\051_size30px_img6079.png,swimmer,16-32,,30,6079
52,fn_swimmer_sheet02.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\16-32\052_size30px_img9224.png,swimmer,16-32,,30,9224
53,fn_swimmer_sheet02.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\16-32\053_size30px_img9243.png,swimmer,16-32,,30,9243
54,fn_swimmer_sheet02.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\16-32\054_size30px_img9251.png,swimmer,16-32,,30,9251
55,fn_swimmer_sheet02.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\16-32\055_size30px_img15380.png,swimmer,16-32,,30,15380
56,fn_swimmer_sheet02.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\16-32\056_size30px_img9243.png,swimmer,16-32,,30,9243
57,fn_swimmer_sheet02.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\16-32\057_size30px_img9247.png,swimmer,16-32,,30,9247
58,fn_swimmer_sheet02.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\16-32\058_size30px_img10772.png,swimmer,16-32,,30,10772
59,fn_swimmer_sheet02.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\16-32\059_size30px_img2005.png,swimmer,16-32,,30,2005
60,fn_swimmer_sheet02.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\000_size64px_img3517.png,swimmer,32-64,,64,3517
61,fn_swimmer_sheet02.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\001_size64px_img10426.png,swimmer,32-64,,64,10426
62,fn_swimmer_sheet02.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\002_size64px_img10426.png,swimmer,32-64,,64,10426
63,fn_swimmer_sheet02.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\003_size63px_img5543.png,swimmer,32-64,,63,5543
64,fn_swimmer_sheet02.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\004_size63px_img8636.png,swimmer,32-64,,63,8636
65,fn_swimmer_sheet02.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\005_size63px_img15383.png,swimmer,32-64,,63,15383
66,fn_swimmer_sheet02.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\006_size63px_img5569.png,swimmer,32-64,,63,5569
67,fn_swimmer_sheet02.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\007_size62px_img15384.png,swimmer,32-64,,62,15384
68,fn_swimmer_sheet02.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\008_size62px_img5558.png,swimmer,32-64,,62,5558
69,fn_swimmer_sheet02.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\009_size61px_img11611.png,swimmer,32-64,,61,11611
70,fn_swimmer_sheet02.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\010_size61px_img12567.png,swimmer,32-64,,61,12567
71,fn_swimmer_sheet02.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\011_size61px_img4914.png,swimmer,32-64,,61,4914
72,fn_swimmer_sheet03.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\012_size61px_img10431.png,swimmer,32-64,,61,10431
73,fn_swimmer_sheet03.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\013_size61px_img10425.png,swimmer,32-64,,61,10425
74,fn_swimmer_sheet03.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\014_size61px_img5562.png,swimmer,32-64,,61,5562
75,fn_swimmer_sheet03.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\015_size61px_img10444.png,swimmer,32-64,,61,10444
76,fn_swimmer_sheet03.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\016_size61px_img10425.png,swimmer,32-64,,61,10425
77,fn_swimmer_sheet03.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\017_size60px_img5551.png,swimmer,32-64,,60,5551
78,fn_swimmer_sheet03.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\018_size60px_img15387.png,swimmer,32-64,,60,15387
79,fn_swimmer_sheet03.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\019_size60px_img10427.png,swimmer,32-64,,60,10427
80,fn_swimmer_sheet03.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\020_size60px_img3016.png,swimmer,32-64,,60,3016
81,fn_swimmer_sheet03.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\021_size60px_img15386.png,swimmer,32-64,,60,15386
82,fn_swimmer_sheet03.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\022_size60px_img15415.png,swimmer,32-64,,60,15415
83,fn_swimmer_sheet03.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\023_size60px_img5576.png,swimmer,32-64,,60,5576
84,fn_swimmer_sheet03.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\024_size60px_img10424.png,swimmer,32-64,,60,10424
85,fn_swimmer_sheet03.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\025_size60px_img15356.png,swimmer,32-64,,60,15356
86,fn_swimmer_sheet03.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\026_size59px_img5561.png,swimmer,32-64,,59,5561
87,fn_swimmer_sheet03.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\027_size59px_img15385.png,swimmer,32-64,,59,15385
88,fn_swimmer_sheet03.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\028_size59px_img2931.png,swimmer,32-64,,59,2931
89,fn_swimmer_sheet03.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\029_size59px_img3522.png,swimmer,32-64,,59,3522
90,fn_swimmer_sheet03.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\030_size59px_img13938.png,swimmer,32-64,,59,13938
91,fn_swimmer_sheet03.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\031_size59px_img5565.png,swimmer,32-64,,59,5565
92,fn_swimmer_sheet03.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\032_size59px_img10416.png,swimmer,32-64,,59,10416
93,fn_swimmer_sheet03.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\033_size59px_img15357.png,swimmer,32-64,,59,15357
94,fn_swimmer_sheet03.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\034_size58px_img5569.png,swimmer,32-64,,58,5569
95,fn_swimmer_sheet03.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\035_size58px_img10465.png,swimmer,32-64,,58,10465
96,fn_swimmer_sheet04.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\036_size58px_img5548.png,swimmer,32-64,,58,5548
97,fn_swimmer_sheet04.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\037_size58px_img5552.png,swimmer,32-64,,58,5552
98,fn_swimmer_sheet04.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\038_size58px_img11610.png,swimmer,32-64,,58,11610
99,fn_swimmer_sheet04.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\039_size58px_img2931.png,swimmer,32-64,,58,2931
100,fn_swimmer_sheet04.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\040_size58px_img15391.png,swimmer,32-64,,58,15391
101,fn_swimmer_sheet04.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\041_size57px_img5577.png,swimmer,32-64,,57,5577
102,fn_swimmer_sheet04.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\042_size57px_img8652.png,swimmer,32-64,,57,8652
103,fn_swimmer_sheet04.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\043_size57px_img10442.png,swimmer,32-64,,57,10442
104,fn_swimmer_sheet04.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\044_size57px_img10417.png,swimmer,32-64,,57,10417
105,fn_swimmer_sheet04.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\045_size57px_img2718.png,swimmer,32-64,,57,2718
106,fn_swimmer_sheet04.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\046_size57px_img3102.png,swimmer,32-64,,57,3102
107,fn_swimmer_sheet04.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\047_size57px_img5576.png,swimmer,32-64,,57,5576
108,fn_swimmer_sheet04.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\048_size57px_img15338.png,swimmer,32-64,,57,15338
109,fn_swimmer_sheet04.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\049_size56px_img9244.png,swimmer,32-64,,56,9244
110,fn_swimmer_sheet04.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\050_size56px_img5577.png,swimmer,32-64,,56,5577
111,fn_swimmer_sheet04.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\051_size56px_img5555.png,swimmer,32-64,,56,5555
112,fn_swimmer_sheet04.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\052_size56px_img9246.png,swimmer,32-64,,56,9246
113,fn_swimmer_sheet04.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\053_size56px_img13989.png,swimmer,32-64,,56,13989
114,fn_swimmer_sheet04.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\054_size56px_img14010.png,swimmer,32-64,,56,14010
115,fn_swimmer_sheet04.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\055_size56px_img10465.png,swimmer,32-64,,56,10465
116,fn_swimmer_sheet04.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\056_size56px_img10464.png,swimmer,32-64,,56,10464
117,fn_swimmer_sheet04.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\057_size56px_img5552.png,swimmer,32-64,,56,5552
118,fn_swimmer_sheet04.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\058_size55px_img10465.png,swimmer,32-64,,55,10465
119,fn_swimmer_sheet04.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\32-64\059_size55px_img13995.png,swimmer,32-64,,55,13995
120,fn_swimmer_sheet05.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\000_size648px_img16769.png,swimmer,gt64,,648,16769
121,fn_swimmer_sheet05.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\001_size640px_img16786.png,swimmer,gt64,,640,16786
122,fn_swimmer_sheet05.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\002_size622px_img16755.png,swimmer,gt64,,622,16755
123,fn_swimmer_sheet05.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\003_size616px_img16766.png,swimmer,gt64,,616,16766
124,fn_swimmer_sheet05.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\004_size611px_img16780.png,swimmer,gt64,,611,16780
125,fn_swimmer_sheet05.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\005_size596px_img16768.png,swimmer,gt64,,596,16768
126,fn_swimmer_sheet05.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\006_size594px_img16754.png,swimmer,gt64,,594,16754
127,fn_swimmer_sheet05.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\007_size566px_img16779.png,swimmer,gt64,,566,16779
128,fn_swimmer_sheet05.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\008_size548px_img16772.png,swimmer,gt64,,548,16772
129,fn_swimmer_sheet05.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\009_size536px_img16756.png,swimmer,gt64,,536,16756
130,fn_swimmer_sheet05.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\010_size534px_img16765.png,swimmer,gt64,,534,16765
131,fn_swimmer_sheet05.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\011_size490px_img16773.png,swimmer,gt64,,490,16773
132,fn_swimmer_sheet05.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\012_size489px_img16771.png,swimmer,gt64,,489,16771
133,fn_swimmer_sheet05.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\013_size475px_img16763.png,swimmer,gt64,,475,16763
134,fn_swimmer_sheet05.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\014_size465px_img16745.png,swimmer,gt64,,465,16745
135,fn_swimmer_sheet05.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\015_size464px_img16777.png,swimmer,gt64,,464,16777
136,fn_swimmer_sheet05.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\016_size463px_img16762.png,swimmer,gt64,,463,16762
137,fn_swimmer_sheet05.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\017_size461px_img16778.png,swimmer,gt64,,461,16778
138,fn_swimmer_sheet05.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\018_size457px_img16760.png,swimmer,gt64,,457,16760
139,fn_swimmer_sheet05.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\019_size440px_img16764.png,swimmer,gt64,,440,16764
140,fn_swimmer_sheet05.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\020_size426px_img16742.png,swimmer,gt64,,426,16742
141,fn_swimmer_sheet05.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\021_size425px_img16761.png,swimmer,gt64,,425,16761
142,fn_swimmer_sheet05.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\022_size415px_img16774.png,swimmer,gt64,,415,16774
143,fn_swimmer_sheet05.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\023_size410px_img16775.png,swimmer,gt64,,410,16775
144,fn_swimmer_sheet06.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\024_size408px_img16751.png,swimmer,gt64,,408,16751
145,fn_swimmer_sheet06.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\025_size398px_img16776.png,swimmer,gt64,,398,16776
146,fn_swimmer_sheet06.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\026_size378px_img16741.png,swimmer,gt64,,378,16741
147,fn_swimmer_sheet06.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\027_size324px_img16749.png,swimmer,gt64,,324,16749
148,fn_swimmer_sheet06.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\028_size305px_img4486.png,swimmer,gt64,,305,4486
149,fn_swimmer_sheet06.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\029_size225px_img3499.png,swimmer,gt64,,225,3499
150,fn_swimmer_sheet06.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\030_size224px_img3498.png,swimmer,gt64,,224,3498
151,fn_swimmer_sheet06.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\031_size222px_img4483.png,swimmer,gt64,,222,4483
152,fn_swimmer_sheet06.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\032_size216px_img3489.png,swimmer,gt64,,216,3489
153,fn_swimmer_sheet06.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\033_size198px_img3502.png,swimmer,gt64,,198,3502
154,fn_swimmer_sheet06.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\034_size195px_img15401.png,swimmer,gt64,,195,15401
155,fn_swimmer_sheet06.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\035_size191px_img3495.png,swimmer,gt64,,191,3495
156,fn_swimmer_sheet06.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\036_size190px_img3497.png,swimmer,gt64,,190,3497
157,fn_swimmer_sheet06.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\037_size189px_img15405.png,swimmer,gt64,,189,15405
158,fn_swimmer_sheet06.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\038_size186px_img3468.png,swimmer,gt64,,186,3468
159,fn_swimmer_sheet06.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\039_size185px_img15404.png,swimmer,gt64,,185,15404
160,fn_swimmer_sheet06.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\040_size177px_img15409.png,swimmer,gt64,,177,15409
161,fn_swimmer_sheet06.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\041_size172px_img3500.png,swimmer,gt64,,172,3500
162,fn_swimmer_sheet06.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\042_size169px_img15406.png,swimmer,gt64,,169,15406
163,fn_swimmer_sheet06.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\043_size166px_img15410.png,swimmer,gt64,,166,15410
164,fn_swimmer_sheet06.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\044_size159px_img3505.png,swimmer,gt64,,159,3505
165,fn_swimmer_sheet06.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\045_size157px_img15406.png,swimmer,gt64,,157,15406
166,fn_swimmer_sheet06.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\046_size157px_img15405.png,swimmer,gt64,,157,15405
167,fn_swimmer_sheet06.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\047_size153px_img3477.png,swimmer,gt64,,153,3477
168,fn_swimmer_sheet07.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\048_size153px_img3469.png,swimmer,gt64,,153,3469
169,fn_swimmer_sheet07.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\049_size151px_img3503.png,swimmer,gt64,,151,3503
170,fn_swimmer_sheet07.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\050_size150px_img15354.png,swimmer,gt64,,150,15354
171,fn_swimmer_sheet07.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\051_size148px_img3474.png,swimmer,gt64,,148,3474
172,fn_swimmer_sheet07.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\052_size146px_img3467.png,swimmer,gt64,,146,3467
173,fn_swimmer_sheet07.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\053_size145px_img3482.png,swimmer,gt64,,145,3482
174,fn_swimmer_sheet07.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\054_size143px_img3472.png,swimmer,gt64,,143,3472
175,fn_swimmer_sheet07.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\055_size138px_img3504.png,swimmer,gt64,,138,3504
176,fn_swimmer_sheet07.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\056_size137px_img3471.png,swimmer,gt64,,137,3471
177,fn_swimmer_sheet07.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\057_size132px_img3508.png,swimmer,gt64,,132,3508
178,fn_swimmer_sheet07.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\058_size128px_img15358.png,swimmer,gt64,,128,15358
179,fn_swimmer_sheet07.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\gt64\059_size128px_img3507.png,swimmer,gt64,,128,3507
180,fn_swimmer_sheet07.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\lt16\000_size16px_img3486.png,swimmer,lt16,,16,3486
